cod_prov,desc_prov,cod_mun,desc_mun,cod_circ,cod_dm,desc_dm,cod_nivel,letra,desc_nivel,cod_col,tot_inscritos,emitidos,miembros,validos,nulos,obs,PLD,PRM,PRSC,PRD,BIS,MODA,PUN,ALPAIS,F.AMPLIO,PHD,PQDC,PCR,DXC,PLR,UDC,PRSD,FNP,FP,PPC,PAL,APD,PDI,PDP,PRI,PNVC,PP,No_Bol_Jme,Anulado
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0012,125,74,0,71,3,0,16,40,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0012A,126,83,0,82,1,0,20,38,5,3,0,0,0,0,2,1,0,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0013,179,123,0,123,0,0,21,68,2,3,1,0,0,4,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,1,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0013A,194,127,0,127,0,0,28,64,1,2,1,1,1,3,4,0,1,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0014,178,105,0,105,0,0,22,58,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0015,195,117,0,117,0,0,40,55,3,1,0,0,1,2,1,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0015A,107,83,0,82,1,0,19,47,3,0,0,1,2,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0016,407,215,0,212,3,0,56,105,3,2,0,0,1,7,2,0,2,4,2,0,0,0,1,22,0,0,1,0,1,0,0,3,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0016A,397,210,0,208,2,0,62,110,4,1,0,0,2,5,0,0,0,0,0,0,0,2,1,20,0,0,1,0,0,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0017,398,218,0,218,0,0,56,118,4,0,0,0,1,10,0,2,0,1,0,0,0,0,0,22,1,1,1,0,0,0,0,1,10,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0017A,402,188,0,186,2,0,43,97,5,2,2,0,3,4,0,1,1,0,1,0,1,1,1,24,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0018,178,100,0,100,0,0,26,47,8,1,0,1,1,1,2,0,0,0,2,0,0,0,1,7,0,0,0,1,0,1,1,0,5,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0018A,177,109,0,108,1,0,23,60,3,1,1,0,2,1,0,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0019,121,79,0,79,0,0,20,34,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0020,153,96,0,96,0,0,17,62,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0020A,113,80,0,80,0,0,22,38,2,2,1,0,0,4,0,0,0,1,1,0,0,2,0,7,0,0,0,0,0,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0021,168,109,0,109,0,0,23,60,2,1,1,0,2,2,1,0,1,1,0,0,0,1,0,13,0,0,0,0,0,0,0,1,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0022,166,92,0,91,1,0,25,42,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,1,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0022A,168,116,0,114,2,0,25,59,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0023,174,114,0,113,1,0,30,51,1,4,1,1,4,1,0,1,1,0,0,0,0,1,0,15,0,0,0,0,2,0,0,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0025,429,253,0,251,2,0,88,108,6,6,4,0,1,3,1,1,1,1,1,0,0,2,0,24,0,2,0,0,1,0,1,0,5,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0027,170,114,8,112,2,0,28,56,5,1,2,0,0,3,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,1,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0027A,187,115,0,115,0,0,34,46,3,4,1,0,0,0,0,0,0,1,0,0,0,2,0,21,0,1,1,0,0,0,0,1,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0028,128,76,0,71,5,0,18,31,1,0,0,1,1,2,1,0,1,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0029,268,148,0,145,3,0,40,70,8,1,0,2,3,3,0,0,2,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0030,332,183,0,183,0,0,58,83,4,4,2,0,2,2,1,0,2,1,3,0,0,0,1,16,1,0,1,1,0,0,0,1,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0033,343,209,0,209,0,0,51,117,5,3,1,1,3,3,0,1,3,0,2,0,0,0,1,17,0,1,0,0,0,0,0,0,9,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0036,436,262,0,262,0,0,89,122,5,2,0,1,2,1,2,1,0,0,0,0,1,0,0,33,0,2,0,1,0,0,0,0,10,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0036A,443,268,0,267,1,0,81,136,4,4,1,0,3,6,0,1,2,2,1,0,0,0,0,24,0,0,0,1,0,0,0,1,8,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0037,184,111,7,109,2,0,31,51,2,2,2,0,2,3,2,0,0,0,2,0,0,1,0,10,0,0,0,0,1,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0037A,143,70,0,69,1,0,17,32,2,1,1,0,2,1,2,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0038,155,97,0,97,0,0,25,44,6,3,0,0,1,1,1,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,6,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0038A,147,84,0,83,1,0,21,46,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,1,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0039,153,82,0,82,0,0,22,33,1,2,2,0,2,0,0,0,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,1,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0039A,141,87,0,87,0,0,30,39,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0040,149,82,0,82,0,0,15,45,3,4,1,0,0,2,0,0,0,0,1,0,1,2,1,4,0,0,1,0,0,0,1,1,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0040A,138,74,0,74,0,0,17,34,3,2,1,1,0,1,1,0,1,0,2,0,0,1,1,6,1,0,0,1,0,1,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0041,231,132,0,132,0,0,34,75,2,0,0,0,1,2,2,0,0,0,0,0,1,0,1,12,0,0,1,0,1,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0042,117,79,0,79,0,0,22,41,5,1,0,0,1,2,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0043,140,90,0,88,2,0,34,39,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,2,0,0,0,1,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0044,180,107,0,107,0,0,28,56,1,5,0,1,1,1,0,0,0,0,2,0,0,0,1,11,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0045,186,106,0,106,0,0,29,49,4,1,0,0,1,1,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0046,259,157,0,156,1,0,45,78,5,5,0,1,3,1,0,0,0,0,1,0,0,1,1,12,0,0,0,0,0,0,1,2,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0047,144,86,0,85,1,0,22,48,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0048,149,100,0,99,1,0,22,56,4,1,1,0,0,1,0,0,1,0,1,0,0,0,1,10,0,0,0,0,0,0,1,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0048A,149,93,0,93,0,0,27,49,4,1,0,1,1,2,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0049,152,103,0,103,0,0,34,49,4,1,0,1,0,2,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,1,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0050,154,90,0,89,1,0,27,44,3,2,1,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0051,146,96,0,96,0,0,27,58,0,2,0,0,1,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0051A,153,111,0,109,2,0,41,44,3,2,1,0,1,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0051B,154,91,0,91,0,0,26,48,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0052,147,90,0,90,0,0,16,55,3,2,1,0,1,2,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0052A,149,92,0,91,1,0,26,42,3,4,0,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0053,150,102,0,102,0,0,29,52,3,4,1,1,1,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0053A,146,95,0,93,2,0,33,49,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0054,155,108,0,108,0,0,25,61,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0055,347,197,0,195,2,0,56,92,5,5,1,1,3,2,1,1,2,0,1,0,1,1,0,20,0,0,1,1,0,0,0,1,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0055A,263,142,0,138,4,0,48,66,3,1,2,0,1,3,1,1,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0056,303,159,0,154,5,0,48,76,4,0,0,0,0,2,0,1,1,1,0,0,1,0,0,13,0,2,2,0,1,0,1,1,8,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0056A,371,205,0,203,2,0,65,109,3,1,0,0,0,10,0,1,0,2,1,0,0,1,0,10,0,0,0,0,0,0,0,0,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0057,201,118,0,118,0,0,33,58,3,5,0,0,1,1,1,1,0,0,1,0,0,3,0,10,0,0,0,0,0,0,0,1,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0058,145,80,0,80,0,0,19,46,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0059,314,192,0,190,2,0,54,100,3,6,4,1,1,2,2,0,0,1,0,0,0,1,0,11,2,0,0,0,0,0,1,1,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0060,322,199,0,198,1,0,67,85,2,7,3,0,3,1,2,1,2,0,3,0,1,0,0,18,0,0,0,0,0,0,0,3,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0060A,304,187,6,185,2,0,58,91,7,1,0,1,1,4,0,1,1,0,0,0,0,1,0,14,0,0,0,1,0,0,0,4,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0061,274,153,0,147,6,0,52,71,8,1,0,0,1,2,0,1,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,1,6,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0061A,327,180,0,180,0,0,46,88,3,1,2,0,3,2,1,2,1,1,0,0,2,3,3,20,2,0,0,0,0,0,0,0,6,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0062,273,161,0,161,0,0,41,79,5,1,1,0,1,2,0,3,0,3,0,0,1,1,0,19,0,0,1,0,2,0,0,1,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0063,260,137,0,136,1,0,45,63,2,2,0,0,1,1,0,2,0,0,1,0,1,2,0,15,0,0,0,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0064,250,141,0,139,2,0,52,64,3,0,0,0,2,1,0,0,0,0,1,0,1,1,0,12,0,0,1,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0065,243,131,0,130,1,0,33,67,3,8,2,0,0,1,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0066,250,151,0,149,2,0,47,70,6,1,1,0,1,3,0,0,1,1,0,0,0,0,0,17,0,0,1,0,0,0,0,0,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0066A,230,125,0,123,2,0,43,48,3,2,2,0,1,4,0,0,1,0,1,0,0,1,0,14,0,0,1,2,0,0,0,0,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0067,254,155,0,155,0,0,54,72,5,3,2,0,1,1,1,1,0,0,1,0,0,1,0,11,1,0,0,0,0,0,0,1,7,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0068,245,145,0,144,1,0,53,61,1,1,1,0,2,2,2,0,1,0,0,0,1,2,0,15,0,0,1,0,0,0,0,1,6,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0068A,241,131,0,128,3,0,42,62,3,5,1,0,2,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0069,242,135,0,135,0,0,48,60,9,3,0,1,0,2,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,3,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0070,297,175,0,175,0,0,58,84,7,4,0,0,1,1,0,1,1,0,2,0,0,2,0,11,0,2,0,1,0,0,0,0,2,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0071,239,142,0,140,1,1,39,63,5,2,0,2,0,1,0,0,2,1,0,0,1,2,1,16,1,0,1,1,0,0,1,1,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0072,252,145,0,145,0,0,50,60,6,4,0,0,0,1,1,2,2,0,1,0,0,0,0,16,0,0,0,0,0,0,1,1,4,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,3,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0073,286,148,0,144,4,0,57,59,2,1,0,2,1,2,1,1,0,1,2,0,0,0,0,14,0,0,0,0,0,0,1,0,6,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0075,259,159,0,152,7,0,43,75,3,2,2,0,1,4,0,0,1,1,0,0,1,1,0,14,1,0,0,1,0,0,0,2,8,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,3,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0076,286,147,0,143,4,0,36,80,3,2,1,0,0,2,1,1,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,3,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0076A,318,189,0,189,0,0,61,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,
1,DISTRITO NACIONAL,1,DISTRITO NACIONAL,1,1,DISTRITO NACIONAL,1,P,PRESIDENTE(A),0077,456,229,0,224,5,0,59,113,6,9,2,0,1,5,1,3,0,1,0,0,1,0,0,17,1,0,1,2,0,0,1,1,7,
